text,label
"An Improved Active Shape Model for Face Alignment (Co-authors: Wei Wang, Shiguang Shan, Wen Gao, Bo Cao, Baocai Yin, Conference: ICMI)",23_0
"A novel multi-resolution video representation scheme based on kernel PCA (Co-authors: Xiao-Dong Yu, Lei Wang, Qi Tian, Ping Xue, Conference: The Visual Computer)",85_5
"Local Gabor Binary Patterns Based on Mutual Information for Face Recognition (Co-authors: Wenchao Zhang, Shiguang Shan, Xilin Chen, Wen Gao, Conference: Int. J. Image Graphics)",23_0
"Alternative Proof of a Theorem of Kleene (Co-authors: Hao Wang, Conference: J. Symb. Log.)",69_41
"An Approach to Security and Privacy of RFID System for Supply Chain (Co-authors: Xingxin (Grace) Gao, Zhe (Alex) Xiang, Hao Wang, Jun Shen, Jian Huang, Song Song, Conference: Proceedings of the E-Commerce Technology for Dynamic E-Business, IEEE International Conference)",69_38
"Automatic image retargeting with fisheye-view warping (Co-authors: Feng Liu, Michael Gleicher, Conference: UIST)",57_10
"Locally Linear Regression for Pose-Invariant Face Recognition (Co-authors: Xiujuan Chai, Shiguang Shan, Xilin Chen, Wen Gao, Conference: IEEE Transactions on Image Processing)",23_0
"Adaptive rate control for H.264 (Co-authors: Zhengguo Li, Wen Gao, Feng Pan, S. W. Ma, Keng Pang Lim, G. N. Feng, Xiao Lin, Susanto Rahardja, H. Q. Lu, Yan Lu, Conference: J. Visual Communication and Image Representation)",46_0
"Editorial: special issue on web content mining (Co-authors: Bing Liu, Kevin Chen-Chuan Chang, Conference: SIGKDD Explorations)",94_0
"Low Delay Perpetually Lossless Coding of Audio Signals (Co-authors: Sean Dorward, Dawei Huang, Serap A. Savari, Gerald Schuller, Bin Yu, Conference: Data Compression Conference)",97_0
"Generating Local Address and Communication Sets for Data-Parallel Programs (Co-authors: Siddhartha Chatterjee, John R. Gilbert, Fred J. E. Long, Robert Schreiber, Shang-Hua Teng, Conference: J. Parallel Distrib. Comput.)",67_0
"Compact Access Control Labeling for Efficient Secure XML Query Evaluation (Co-authors: Huaxin Zhang, Ning Zhang, Kenneth Salem, Donghui Zhuo, Conference: ICDE Workshops)",21_6
"Stabbing Convex Polygons with a Segment or a Polygon (Co-authors: Pankaj K. Agarwal, Danny Z. Chen, Shashidhara K. Ganjugunte, Ewa Misiołek, Micha Sharir, Kai Tang, Conference: Proceedings of the 16th annual European symposium on Algorithms)",33_0
"Efficient Sports Video Retrieval Based on Index Structure (Co-authors: Jing Zhang, Hong Lu, Xiangyang Xue, Conference: Journal of Computer Research and Development)",105_78
"A block-based support vector machine approach to the protein homology prediction task in KDD Cup 2004 (Co-authors: Yan Fu, Ruixiang Sun, Qiang Yang, Simin He, Chunli Wang, Haipeng Wang, Shiguang Shan, Junfa Liu, Wen Gao, Conference: SIGKDD Explorations)",23_0
"Fast Rate-Distortion Optimization in H.264/AVC Video Coding (Co-authors: Feng Pan, Kenny Choo, Thinh M. Le, Conference: KES (3))",46_0
"Toward a sentient environment: real-time wide area multiple human tracking with identities (Co-authors: Tao Zhao, Manoj Aggarwal, Thomas Germano, Ian Roth, Alexandar Knowles, Rakesh Kumar, Harpreet S. Sawhney, Supun Samarasekera, Conference: Mach. Vis. Appl.)",29_5
"Image Recovery from Broken Image Streams (Co-authors: Xiaoyu Zhao, Chi Xu, Zheru Chi, Hong Yan, David Dagan Feng, Gang Chen, Conference: ICIP (3))",108_18
"Universal Background Models for Real-time Speaker Change Detection (Co-authors: Ting-Yao Wu, Lie Lu, Ke Chen, HongJiang Zhang, Conference: MMM)",58_7
"Robust Distributed Localization with Data Inference for Wireless Sensor Networks (Co-authors: Yu Zhang, Lin Zhang, Xiuming Shan, Conference: ICC)",109_14
"Vom Rechenzentrum zum Zentrum fur Informations- und Kommunikationstechnik (Co-authors: Thomas Wolf, Peter Noelle, Conference: GI-Fachtagung uber Rechenzentren)",45_5
"Experimental Evaluation of the Hewlett-Packard Exemplar File System (Co-authors: Rajesh Bordawekar, Steven Landherr, Don Capps, Mark Davis, Conference: SIGMETRICS Performance Evaluation Review)",68_3
"Collaborative Search in Large-scale Unstructured Peer-to-Peer Networks (Co-authors: Yiming Zhang, Dongsheng Li, Lei Chen, Xicheng Lu, Conference: ICPP)",54_1
"Direct Coherence: Bringing Together Performance and Scalability in Shared-Memory Multiprocessors (Co-authors: Alberto Ros, Manuel E. Acacio, Jose M. Garcia, Conference: HiPC)",98_0
"Programmable threshold voltage using quantum dot transistors for low-power mobile computing (Co-authors: Shuo Wang, Jianwei Dai, El-Sayed Hasaneen, Lei Wang, Faquir Jain, Conference: ISCAS)",85_44
"Using Style to Understand Descriptions of Software Architecture (Co-authors: Gregory D. Abowd, Robert Allen, David Garlan, Conference: SIGSOFT FSE)",106_1
"Translator Design to Model Cpp Files (Co-authors: Satwinder Singh, K. S. Kahlon, Rakesh Kumar, Gurjeet Singh, Conference: WEC (5))",29_8
"Visual-Based Anomaly Detection for BGP Origin AS Change (OASC) Events (Co-authors: Soon Tee Teoh, Kwan-Liu Ma, Shyhtsun Felix Wu, Daniel Massey, Xiaoliang Zhao, Dan Pei, Lan Wang, Lixia Zhang, Randy Bush, Conference: DSOM)",75_0
"Remote Video Monitoring Over the WWW (Co-authors: S. C. Hui, F. Wang, Conference: Multimedia Tools Appl.)",53_8
"Synthesis of facial expressions using a 3D anatomical model (Co-authors: Yu Zhang, Edmond C. Prakash, Eric Sung, Conference: ICARCV)",109_0
"Sketch Retrieval Based on Spatial Relations (Co-authors: Shuang Liang, Zhengxing Sun, Bin Li, Conference: CGIV)",11_1
"Database Research: Lead, Follow, or Get Out of the Way? - Panel Abstract (Co-authors: Surajit Chaudhuri, Ashok K. Chandra, Umeshwar Dayal, Jim Gray, Michael Stonebraker, Gio Wiederhold, Moshe Y. Vardi, Conference: ICDE)",99_1
"Modifying the DPClus algorithm for identifying protein complexes based on new topological structures (Co-authors: Min Li, Jianer Chen, Jianxin Wang, Bin Hu, Gang Chen, Conference: BMC Bioinformatics)",108_5
"Semi-naive Exploitation of One-Dependence Estimators. (Co-authors: Nan Li, Yang Yu, Zhi-Hua Zhou, Conference: null)",90_0
"A Scalable Testing Framework for Location-Based Services (Co-authors: Jiang Yu, Andrew Tappenden, James Miller, Michael R. Smith, Conference: J. Comput. Sci. Technol.)",2_6
"Server-Based Data Push Architecture for Multi-Processor Environments (Co-authors: Xian-He Sun, Surendra Byna, Yong Chen, Conference: J. Comput. Sci. Technol.)",88_3
"Learning languages from positive data and negative counterexamples (Co-authors: Sanjay Jain, Efim B. Kinber, Conference: J. Comput. Syst. Sci.)",47_0
"Foreward (Co-authors: Jack Allen, Feng Liu, Dragoş Constantinescu, Conference: Smarandache notions)",57_20
"Two Criteria for Model Selection in Multiclass Support Vector Machines (Co-authors: Lei Wang, Ping Xue, Kap Luk Chan, Conference: IEEE Transactions on Systems, Man, and Cybernetics, Part B)",85_5
"Semantic Matching of Web Services for Collaborative Business Processes (Co-authors: Lihui Lei, Zhenhua Duan, Bin Yu, Conference: CSCWD (Selected Papers))",97_3
"Mining Comparative Sentences and Relations (Co-authors: Nitin Jindal, Bing Liu, Conference: AAAI)",94_0
"Scientific data management in the coming decade (Co-authors: Jim Gray, David T. Liu, Maria A. Nieto-Santisteban, Alexander S. Szalay, David J. DeWitt, Gerd Heber, Conference: SIGMOD Record)",99_1
"A Framework for Efficient Association Rule Mining in XML Data (Co-authors: Ji Zhang, Han Liu, Tok Wang Ling, Robert M. Bruckner, A. Min Tjoa, Conference: J. Database Manag.)",24_2
"Multistage Indexing Algorithms for Speeding Prolog Execution (Co-authors: Ta Chen, I. V. Ramakrishnan, R. Ramesh, Conference: JICSLP)",70_0
"Biomass measurements and relationships with Landsat-7/ETM+ and JERS-1/SAR data over Canada's western sub-arctic and low arctic (Co-authors: Wenjun Chen, D. Blain, Junhua Li, K. Keohler, R. Fraser, Yu Zhang, S. Leblanc, I. Olthof, Jixin Wang, M. McGovern, Conference: International Journal of Remote Sensing)",109_53
"Knowledge Extraction and Problem Structure Identification in XCS (Co-authors: Martin V. Butz, Pier Luca Lanzi, Xavier Llora, David E. Goldberg, Conference: PPSN)",34_0
"A Novel Stroke Extraction Model for Chinese Characters based on Steerable Filters (Co-authors: Rui Chen, Yan Tang, Yuhui Qiu, Conference: IEEE ICCI)",101_0
"Aspect-Oriented Middleware-Based Real-Time and Embedded Systems Software Process. (Co-authors: Jingyong Liu, Yong Zhong, Lichen Zhang, Yong Chen, Conference: null)",88_4
"Strata-Gem: risk assessment through mission modeling (Co-authors: Kevin Clark, Ethan Singleton, Stephen Tyree, John Hale, Conference: QoP)",28_0
"Fully Automatic Text Categorization by Exploiting WordNet (Co-authors: Jianqiang Li, Yu Zhao, Bo Liu, Conference: AIRS)",42_13
"Bounding Worst-Case Instruction Cache Performance (Co-authors: Robert D. Arnold, Frank Mueller, David B. Whalley, Marion G. Harmon, Conference: IEEE Real-Time Systems Symposium)",8_0
"Genetic Wrappers for Constructive Induction in High-Performance Data Mining (Co-authors: William H. Hsu, Michael Welge, Thomas Redman, David Clutter, Conference: GECCO)",25_0
"Visual-aural attention modeling for talk show video highlight detection. (Co-authors: Yijia Zheng, Guangyu Zhu, Shuqiang Jiang, Qingming Huang, Wen Gao, Conference: null)",23_0
"A Learning Process Using SVMs for Multi-agents Decision Classification (Co-authors: Yanshan Xiao, Feiqi Deng, Bo Liu, Shouqiang Liu, Dan Luo, Guohua Liang, Conference: Web Intelligence/IAT Workshops)",42_15
"Learning with Refutation (Co-authors: Sanjay Jain, Conference: ALT)",47_0
"An efficient and backwards-compatible transformation to ensure memory safety of C programs (Co-authors: Wei Xu, Daniel C. DuVarney, R. Sekar, Conference: SIGSOFT FSE)",1_32
"TMAC: Taint-Based Memory Protection via Access Control (Co-authors: Lei Wang, Chen Fang, Bing Mao, Li Xie, Conference: Proceedings of the 2009 Second International Conference on Dependability)",85_56
"Toward Robust and Extensible Automatic Protocol Identification (Co-authors: George Louthan, Collin McMillan, Christopher Johnson, John Hale, Conference: International Conference on Internet Computing)",28_0
"Sprite generation for frame-based video coding (Co-authors: Yan Lu, Wen Gao, Feng Wu, Conference: ICIP (1))",23_0
"The World Wide Telescope: An Archetype for Online Science (Co-authors: Jim Gray, Alexander S. Szalay, Conference: CoRR)",99_1
"A Declarative Approach for Specifying User-Centric Communication (Co-authors: Peter J. Clarke, Vagelis Hristidis, Yingbo Wang, Nagarajan Prabakar, Yi Deng, Conference: Proceedings of the International Symposium on Collaborative Technologies and Systems)",93_0
"SEEDEEP: A System for Exploring and Querying Scientific Deep Web Data Sources (Co-authors: Fan Wang, Gagan Agrawal, Conference: SSDBM)",107_2
"Group-by Query Process in Middleware of Large Scale Data Intensive Systems (Co-authors: Huaiming Song, Mingyuan An, Yang Wang, Weiping Wang, Ninghui Sun, Conference: NAS)",39_14
"Palmprint Identification using Boosting Local Binary Pattern (Co-authors: Xianji Wang, Haifeng Gong, Hao Zhang, Bin Li, Zhenquan Zhuang, Conference: ICPR (3))",11_5
"Addressing mobility issues in mobile environment (Co-authors: Ji Zhang, Arto Hamalainen, Jari Porras, Conference: Mobile Middleware)",24_3
"Understanding evolution in technology ecosystems (Co-authors: Gediminas Adomavicius, Jesse Bockstedt, Alok Gupta, Robert J. Kauffman, Conference: Commun. ACM)",35_0
"Program Size Restrictions in Computational Learning (Co-authors: Sanjay Jain, Arun Sharma, Conference: Theor. Comput. Sci.)",47_0
"Scaling of impervious surface area and vegetation as indicators to urban land surface temperature using satellite data (Co-authors: X. Zhang, T. Zhong, K. Wang, Z. Cheng, Conference: International Journal of Remote Sensing)",60_29
"CRM Method for Power Supply Enterprises Based on Analysis of Utility and Customers_ Credit and Multistage Fuzzy Evaluation (Co-authors: Yuansheng Huang, Ning Zhang, Lei Yu, Conference: FSKD (3))",21_7
"On the Limitations of Locally Robust Positive Reductions (Co-authors: Lane A. Hemachandra, Sanjay Jain, Conference: FSTTCS)",47_0
"Automated design of pin-constrained digital microfluidic biochips under droplet-interference constraints (Co-authors: Tao Xu, William L. Hwang, Fei Su, Krishnendu Chakrabarty, Conference: JETC)",10_0
"Scalable and reliable data delivery in mobile ad hoc sensor networks (Co-authors: Bin Yu, Paul Scerri, Katia P. Sycara, Yang Xu, Michael Lewis, Conference: AAMAS)",97_2
"Metamodel-driven model interpreter evolution (Co-authors: Jing Zhang, Conference: OOPSLA Companion)",105_0
"Customizing computation accelerators for extensible multi-issue processors with effective optimization techniques (Co-authors: Ya-shuai Lu, Li Shen, Libo Huang, Zhiying Wang, Nong Xiao, Conference: DAC)",51_4
"Accelerating FPGA-based emulation of quasi-cyclic LDPC codes with vector processing (Co-authors: Xiaoheng Chen, Jingyu Kang, Shu Lin, Venkatesh Akella, Conference: DATE)",26_0
"A Database Encryption Scheme for Enhanced Security and Easy Sharing (Co-authors: Gang Chen, Ke Chen, Jinxiang Dong, Conference: CSCWD)",108_5
"Improving STT MRAM storage density through smaller-than-worst-case transistor sizing (Co-authors: Wei Xu, Yiran Chen, Xiaobin Wang, Tong Zhang, Conference: DAC)",1_36
"Designing Neural Networks Using Hybrid Particle Swarm Optimization (Co-authors: Bo Liu, Ling Wang, Yihui Jin, Dexian Huang, Conference: ISNN (1))",42_4
"Modified Linkage Learning Genetic Algorithm For Difficult Non-stationary Problems (Co-authors: Abhishek Singh, David E. Goldberg, Ying-Ping Chen, Conference: GECCO)",34_0
"Effects of Similarity-Based Selection on WBMOIA: A Weight-Based Multiobjective Immune Algorithm (Co-authors: Jiaquan Gao, Zhimin Fang, Lei Fang, Conference: ISICA)",63_6
"Trust and Privacy in Dissemination Control. (Co-authors: Xiaojun Ye, Zude Li, Bin Li, Feng Xie, Conference: null)",11_14
"PICO: Automatically Designing Custom Computers (Co-authors: Vinod Kathail, Shail Aditya, Robert Schreiber, B. Ramakrishna Rau, Darren C. Cronquist, Mukund Sivaraman, Conference: IEEE Computer)",67_0
"Introduction to the Special Issue on Maintaining Case-Based Reasoning Systems (Co-authors: David B. Leake, Barry Smyth, David C. Wilson, Qiang Yang, Conference: Computational Intelligence)",59_0
"Language Learning From Texts: Degrees of Instrinsic Complexity and Their Characterizations (Co-authors: Sanjay Jain, Efim B. Kinber, Rolf Wiehagen, Conference: COLT)",47_0
"A generalization of Sperner's theorem and an application to graph orientations (Co-authors: Jianguo Qian, Konrad Engel, Wei Xu, Conference: Discrete Applied Mathematics)",1_41
"A Comparison between the China Scientific and Technical Papers and Citations Database and the Science Citation Index in terms of journal hierarchies and inter-journal citation relations (Co-authors: Ping Zhou, Loet Leydesdorff, Conference: CoRR)",49_12
"A Polynomial-Time Algorithm to Decide Liveness of Bounded Free Choice Nets (Co-authors: Javier Esparza, Manuel Silva, Conference: Theor. Comput. Sci.)",73_0
"A Novel Approach to Improve the Performance of Interconnection Networks with Hot - Spots (Co-authors: Jose M. Garcia, A. Flores, Conference: EUROMICRO)",98_0
"Time multiplexed color image processing based on a CNN with cell-state outputs (Co-authors: Lei Wang, Jose Pineda de Gyvez, Edgar Sanchez-Sinencio, Conference: IEEE Trans. VLSI Syst.)",85_103
"Block Adaptive Super Resolution Video Coding. (Co-authors: Siwei Ma, Li Zhang, Xinfeng Zhang, Wen Gao, Conference: null)",23_0
"Scheduling Fixed-Priority Tasks with Preemption Threshold (Co-authors: Yun Wang, Manas Saksena, Conference: RTCSA)",89_13
"Epidemic thresholds in real networks (Co-authors: Deepayan Chakrabarti, Yang Wang, Chenxi Wang, Jure Leskovec, Christos Faloutsos, Conference: ACM Trans. Inf. Syst. Secur.)",39_9
"The CAS-PEAL Large-Scale Chinese Face Database and Baseline Evaluations (Co-authors: Wen Gao, Bo Cao, Shiguang Shan, Xilin Chen, Delong Zhou, Xiaohua Zhang, Debin Zhao, Conference: IEEE Transactions on Systems, Man, and Cybernetics, Part A)",23_0
"e-Gov Net Based Emergency Management Service. (Co-authors: Yoon Ho Kim, Young Park, Conference: null)",80_7
"Rigorously Defining and Analyzing Medical Processes: An Experience Report (Co-authors: Stefan Christov, Bin Chen, George S. Avrunin, Lori A. Clarke, Leon J. Osterweil, David Brown, Lucinda Cassells, Wilson Mertens, Conference: MoDELS Workshops)",83_8
"An Artificial Neural Network Based on CIEA. (Co-authors: Yong Chen, Xia Liu, Qi Huang, Chang-hua Zhang, Conference: null)",88_1
"Delivering Sustainable Capability on Evolutionary Service-oriented Architecture. (Co-authors: Lu Liu, Duncan Russell, David Webster, Zongyang Luo, Colin C. Venters, Jie Xu, John K. Davies, Conference: null)",48_4
"The Lowell database research self-assessment (Co-authors: Serge Abiteboul, Rakesh Agrawal, Philip A. Bernstein, Michael J. Carey, Stefano Ceri, W. Bruce Croft, David J. DeWitt, Michael J. Franklin, Hector Garcia-Molina, Dieter Gawlick, Jim Gray, Laura M. Haas, Alon Y. Halevy, Joseph M. Hellerstein, Yannis E. Ioannidis, Martin L. Kersten, Michael J. Pazzani, Michael Lesk, David Maier, Jeffrey F. Naughton, Hans-Jorg Schek, Timos K. Sellis, Avi Silberschatz, Michael Stonebraker, Richard T. Snodgrass, Jeffrey D. Ullman, Gerhard Weikum, Jennifer Widom, Stanley B. Zdonik, Conference: Commun. ACM)",99_1
"MetaData Pro: Ontology-Based Metadata Processing for Web Resources (Co-authors: Ting Wang, Ji Wang, Yang Yu, Rui Shen, Jinhong Liu, Huowang Chen, Conference: WISE Workshops)",90_14
"Constraint-Driven System Partitioning (Co-authors: Marisa Luisa Lopez-Vallejo, Jesus Grajal, Juan Carlos Lopez, Conference: DATE)",13_0
"Optimal spectrum management in multiuser interference channels (Co-authors: Yue Zhao, Gregory J. Pottie, Conference: Proceedings of the 2009 IEEE international conference on Symposium on Information Theory - Volume 4)",87_5
"Perceptual audio coding using adaptive pre- and post-filters and lossless compression (Co-authors: Gerald Schuller, Bin Yu, Dawei Huang, Bernd Edler, Conference: IEEE Transactions on Speech and Audio Processing)",97_0
"Automata-Driven Indexing of Prolog Clauses (Co-authors: R. Ramesh, I. V. Ramakrishnan, David Scott Warren, Conference: POPL)",70_0
"GARWM: Towards a Generalized and Adaptive Watermark Scheme for Relational Data (Co-authors: Tianlei Hu, Gang Chen, Ke Chen, Jinxiang Dong, Conference: WAIM)",58_6
"Coordinating agent activities in knowledge discovery processes (Co-authors: David Jensen, Yulin Dong, Barbara Staudt Lerner, Eric K. McCall, Leon J. Osterweil, Stanley M. Sutton Jr, Alexander E. Wise, Conference: WACC)",31_0
"D-S Theory-based Trust Model FIRE+ in Multi-agent Systems (Co-authors: Pingping Lu, Bin Li, Maolin Xing, Liang Li, Conference: SNPD (1))",11_1
"Face alive (Co-authors: Yu Zhang, Edmond C. Prakash, Eric Sung, Conference: J. Vis. Lang. Comput.)",109_0
"Adaptive Resource Allocation in Multiuser OFDM System Based on Genetic Algorithm (Co-authors: Bo Liu, Mingyan Jiang, Dongfeng Yuan, Conference: Proceedings of the 2009 WRI International Conference on Communications and Mobile Computing - Volume 01)",42_34
"Non-Threshold based Event Detection for 3D Environment Monitoring in Sensor Networks (Co-authors: Mo Li, Yunhao Liu, Lei Chen, Conference: ICDCS)",54_1
"HandTalker II: a Chinese sign language recognition and synthesis system (Co-authors: Wen Gao, Yiqiang Chen, Gaolin Fang, Changshui Yang, Dalong Jiang, Chunbao Ge, Chunli Wang, Conference: ICARCV)",23_0
"The Separation of Duty with Privilege Calculus (Co-authors: Chenggong Lv, Jun Wang, Lu Liu, Weijia You, Conference: CoRR)",48_1
"Intrinsic image decomposition with non-local texture cues (Co-authors: Li Shen, Ping Tan, Stephen Lin, Conference: CVPR)",51_8
"Text-independent Speaker Identification Based on Spectral Weighting Functions (Co-authors: Jiyong Ma, Wen Gao, Conference: AVBPA)",23_0
"Algorithm of integrating QFD and TRIZ for the innovative design process (Co-authors: Hao Wang, Guanlong Chen, Zhongqin Lin, Haihua Wang, Conference: IJCAT)",69_38
"Scientific Data Management in the Coming Decade (Co-authors: Jim Gray, David T. Liu, Maria A. Nieto-Santisteban, Alexander S. Szalay, David J. DeWitt, Gerd Heber, Conference: CoRR)",99_1
"Improved Hierarchical Network Model Based on Pastry Scheme (Co-authors: Jun Chen, Lei Wang, Conference: Proceedings of the 2009 Second International Workshop on Knowledge Discovery and Data Mining)",85_46
"Automatic Synthesis of Compression Techniques for Heterogeneous (Co-authors: William H. Hsu, Amy E. Zwarico, Conference: Softw., Pract. Exper.)",25_0
"Experience in Teaching a Management-Oriented Capstone Software Engineering Course (Co-authors: Allen S. Parrish, David Brown, David Cordes, Conference: CSEE)",83_1
"Cooperative Spectrum Sensing with Multi-Bits Local Sensing Decisions in Cognitive Radio Context (Co-authors: Lei Chen, Jun Wang, Shaoqian Li, Conference: WCNC)",54_25
"Implementations of Dispatch Rules in Parallel Manufacturing Simulation (Co-authors: Chu-Cheow Lim, Yoke-Hean Low, Boon-Ping Gan, Sanjay Jain, Conference: Winter Simulation Conference)",47_4
"Homomorphism Resolving of XPath Trees Based on Automata (Co-authors: Ming Fu, Yu Zhang, Conference: APWeb/WAIM)",109_11
"Trust Evolution Policies for Security in Collaborative Ad Hoc Applications (Co-authors: Elizabeth Gray, Christian Damsgaard Jensen, Paul O'Connell, Stefan Weber, Jean-Marc Seigneur, Yong Chen, Conference: Electr. Notes Theor. Comput. Sci.)",88_6
"Flexible Routing in Grouped DHTs (Co-authors: Yiming Zhang, Dongsheng Li, Lei Chen, Xicheng Lu, Conference: Peer-to-Peer Computing)",54_1
"Service-Oriented Integration of Systems for Military Capability (Co-authors: Duncan Russell, Nik Looker, Lu Liu, Jie Xu, Conference: ISORC)",48_4
"Pose Estimation, Model Refinement, and Enhanced Visualization Using Video (Co-authors: Stephen C. Hsu, Supun Samarasekera, Rakesh Kumar, Harpreet S. Sawhney, Conference: CVPR)",29_5
"Analysis of creeping locomotion of a snake robot on a slope (Co-authors: Shugen Ma, Naoki Tadokoro, Bin Li, Kousuke Inoue, Conference: ICRA)",11_33
"Query Evaluation of Deductive Database by MGTP and its Application to Data Mining (Co-authors: Koichi Furukawa, Tomonobu Ozaki, Tomoko Murakami, Ken Ueno, Keiko Shimazu, Conference: DDLP)",71_0
"Bootstrapping SVM Active Learning by Incorporating Unlabelled Images for Image Retrieval (Co-authors: Lei Wang, Kap Luk Chan, Zhihua Zhang, Conference: CVPR (1))",85_5
"Monochromatic and bichromatic reverse skyline search over uncertain databases (Co-authors: Xiang Lian, Lei Chen, Conference: SIGMOD Conference)",54_1
"Dress for success-Paradox 2.0 (Co-authors: Mark Cook, Steve King, Conference: Data Based Advisor)",64_2
"Enterprise computing environments and cost assessment (Co-authors: Sudip Bhattacharjee, R. Ramesh, Conference: Commun. ACM)",70_4
"Calculation of Loss Probability in a Finite Size Partitioned Buffer for Quantitative Assured Service (Co-authors: Yu Cheng, Weihua Zhuang, Lei Wang, Conference: IEEE Transactions on Communications)",85_98
"Positive Semidefinite Metric Learning with Boosting (Co-authors: Chunhua Shen, Junae Kim, Lei Wang, Anton van den Hengel, Conference: CoRR)",85_5
"Joint error concealment and error recovery for consecutive frame losses under the unbalanced multiple description coding architecture (Co-authors: Feng Huang, Lifeng Sun, Bin Li, Yuzhuo Zhong, Conference: MobiMedia)",11_3
"The Bunch-Active Shape Model (Co-authors: Jingcai Fan, Hongxun Yao, Wen Gao, Yazhou Liu, Xin Liu, Conference: ACII)",23_0
"Log-Concave Functions And Poset Probabilities (Co-authors: Jeff Kahn, Yang Yu, Conference: Combinatorica)",90_15
"The COntext INterchange Mediator Prototype (Co-authors: Stephane Bressan, Cheng Hian Goh, Kofi Fynn, Marta Jessica Jakobisiak, Karim Hussein, Henry B. Kon, Thomas Lee, Stuart E. Madnick, Tito Pena, Jessica Qu, Annie W. Shum, Michael Siegel, Conference: SIGMOD Conference)",77_1
"Enforcing convexity for improved alignment with constrained local models (Co-authors: Yang Wang, Simon Lucey, Jeffrey F. Cohn, Conference: CVPR)",39_9
"Existence of nontrivial homoclinic orbits for fourth-order difference equations (Co-authors: Hui Fang, Dapeng Zhao, Conference: Applied Mathematics and Computation)",103_0
"A new verification-based fast-match for large vocabulary continuous speech recognition (Co-authors: Mohamed Afify, Feng Liu, Hui Jiang, Olivier Siohan, Conference: IEEE Transactions on Speech and Audio Processing)",57_4
"Classifiability-based Optimal Discriminatory Projection Pursuit (Co-authors: Yu Su, Shiguang Shan, Xilin Chen, Wen Gao, Conference: CVPR)",23_0
"A Performance Model for Domino Mail Server (Co-authors: Yi Liang, Lei Wang, Jianfeng Zhan, Ruihua Di, Conference: CSSE (3))",85_16
"Traffic Intelligent Optimization and Local Traffic-Flow Control Inside Shanghai-EXPO-Area (Co-authors: Lei Wang, Qi Kang, Hui Xiao, Qidi Wu, Conference: ICNSC)",85_67
"Sketch-based free-form shape modelling with a fast and stable numerical engine (Co-authors: Yong-Jin Liu, Kai Tang, Ajay Joneja, Conference: Computers  Graphics)",33_0
"Integrated simulation and gaming architecture for incident management training (Co-authors: Sanjay Jain, Charles R. McLean, Conference: Winter Simulation Conference)",47_4
"Traffic Localizing Strategy for Peer-to-Peer Systems. (Co-authors: Lei Wang, Yong Ren, Yue Wang, Jian Yuan, Shiji Song, Xiuming Shan, Conference: null)",85_23
"Software Energy Optimization of Real Time Preemptive Tasks by Minimizing Cache-Related Preemption Costs (Co-authors: Rakesh Kumar, Tusar Kanti Patra, Anupam Basu, Conference: ISHPC)",29_1
"Using Score Normalization to Solve the Score Variation Problem in Face Authentication (Co-authors: Fei Yang, Shiguang Shan, Bingpeng Ma, Xilin Chen, Wen Gao, Conference: IWBRS)",23_0
"Automatic Segmentation of News Items Based on Video and Audio Features (Co-authors: Wangqiang Wei, Wen Gao, Conference: J. Comput. Sci. Technol.)",23_0
"A Platform Implementation for Real Time Image Processing (Co-authors: Ching-Hsi Lu, Yu-Sheng Wang, Lei Wang, Hong-Yang Hsu, Conference: PCM)",85_27
"A new algorithm based on auxiliary virtual topology for sub-path protection in WDM optical networks (Co-authors: Xingwei Wang, Lei Guo, Xuekui Wang, Yu Zhang, Xiaobing Zheng, Weigang Hou, Hongming Li, Hongpeng Wang, Conference: Computer Communications)",109_50
"Firefly: illuminating future network-on-chip with nanophotonics (Co-authors: Yan Pan, Prabhat Kumar, John Kim, Gokhan Memik, Yu Zhang, Alok N. Choudhary, Conference: ISCA)",109_15
"Three-dimensional Models for Cardiac Bioelectricity Simulation: Cell to Organ (Co-authors: Heng Huang, Li Shen, Nha Nguyen, Conference: Simulation)",51_0
"Generalized algebraic method and new exact traveling wave solutions for (2+1)-dimensional dispersive long wave equation (Co-authors: Qi Wang, Yong Chen, Hongqing Zhang, Conference: Applied Mathematics and Computation)",88_19
"Next Steps in Propositional Horn Contraction (Co-authors: Richard Booth, Thomas Meyer, Ivan Jose Varzinczak, Conference: IJCAI)",79_1
"Autonomous Continuous P/T Systems (Co-authors: Laura Recalde, Enrique Teruel, Manuel Silva, Conference: ICATPN)",73_0
"Non-Rigid Object Alignment with a Mismatch Template Based on Exhaustive Local Search (Co-authors: Yang Wang, Simon Lucey, Jeffrey F. Cohn, Conference: ICCV)",39_9
"probeBase: an online resource for rRNA-targeted oligonucleotide probes (Co-authors: Alexander Loy, Matthias Horn, Michael Wagner, Conference: Nucleic Acids Research)",43_9
"A No-Reference Blocking Artifacts Metric Using Selective Gradient and Plainness Measures (Co-authors: Jianhua Chen, Yongbing Zhang, Luhong Liang, Siwei Ma, Ronggang Wang, Wen Gao, Conference: PCM)",23_0
"Accelerating the 2-D Mallat Decomposition Algorithm with Cyclical Convolution and FNTT (Co-authors: Yuan Yan Tang, Qi Sun, Hong Ma, De B. Ren, Yan Tang, Zhi K. Chen, Conference: ICDAR)",101_5
